,PMAbs,GRAbs,PMID,0
27,"Two studies examined the relationship between maternal attitudes and symptoms of depression and anxiety during pregnancy and the early postpartum period. In the first study, a measure of maternal attitudes, the Attitudes Toward Motherhood Scale (AToM), was developed and validated in a sample of first-time mothers. The AToM was found to have good internal reliability and convergent validity with cognitive biases and an existing measure of maternal attitudes. Exploratory and confirmatory factor analyses determined that the measure comprises three correlated factors: beliefs about others' judgments, beliefs about maternal responsibility, and maternal role idealization. In the second study, we used the AToM to assess the relationship between maternal attitudes and other psychological variables. The factor structure of the measure was confirmed. Maternal attitudes predicted symptoms of depression and anxiety, and these attitudes had incremental predictive validity over general cognitive biases and interpersonal risk factors. Overall, the results of these studies suggest that maternal attitudes are related to psychological distress among first-time mothers during the transition to parenthood and may provide a useful means of identifying women who may benefit from intervention during the perinatal period.","Pregnancy is a unique period in a woman's emotional life, as she becomes a mother and reflects upon her  own parenting and experience as a child. Pregnancy is also a unique period in a woman's endocrine life  when sex steroids are at 10- to 100- fold their nonpregnancy levels and stress hormones are surging. In  fact, at no other time in human life are both corticotropin releasing factor (CRF) and Cortisol persistently  elevated as the placental production of CRF is positively driven by maternal and fetal Cortisol production.  Project I serves as the initial segment of the lifespan approach to understanding the effects of prepubertal  adversity on brain function as it relates to risk for affective disorders (depression and anxiety) in women. In  this project we evaluate a two-generational model of stress by examining the effect of maternal prepubertal  adversity on the progeny's health as a way to understand the earliest environmental influence on the biologic  development of their offspring. We hypothesize that the effects of maternal past and present experience can  be 'transmitted' to the fetus via the exceptional hormonal milieu of the intrauterine environment, programming  the offspring's own response to future life events through HPA axis dysregulation. We propose that female  infants will be more susceptible to fetal programming than male infants as one explanatory factor for  increased prevalence of depression in females compared to males. This project examines maternal and  infant HPA axis function and utilizes the well-tolerated acoustic startle paradigm to explore the potential link  beh/veen maternal prepubertal adversity and the following outcomes; 1) maternal HPA axis responsivity; 2)  maternal psychophysiology, at baseline and in response to affect modulation; 3) infant behavioral and HPA  axis response to stress; and 4) sex difference in infant outcomes. In addition, this project will serve as the  basis for future exploration of the potential interaction between prepubertal adversity and serotonin and  stress system genes in the sex bias for MDD and other disorders for which sex differences have been noted.",24643422,0.351865592669554
28,"Two studies examined the relationship between maternal attitudes and symptoms of depression and anxiety during pregnancy and the early postpartum period. In the first study, a measure of maternal attitudes, the Attitudes Toward Motherhood Scale (AToM), was developed and validated in a sample of first-time mothers. The AToM was found to have good internal reliability and convergent validity with cognitive biases and an existing measure of maternal attitudes. Exploratory and confirmatory factor analyses determined that the measure comprises three correlated factors: beliefs about others' judgments, beliefs about maternal responsibility, and maternal role idealization. In the second study, we used the AToM to assess the relationship between maternal attitudes and other psychological variables. The factor structure of the measure was confirmed. Maternal attitudes predicted symptoms of depression and anxiety, and these attitudes had incremental predictive validity over general cognitive biases and interpersonal risk factors. Overall, the results of these studies suggest that maternal attitudes are related to psychological distress among first-time mothers during the transition to parenthood and may provide a useful means of identifying women who may benefit from intervention during the perinatal period.","Core A will serve as both the Administrative and Education/Outreach bodies of the Penn SCOR. The primary goals of Core A are 1) to manage the day-to-day financial, personnel, and regulatory activities of the SCOR, and its Projects and Cores; 2) to ensure that communication between Study Investigators and Core Directors, and utilization of SCOR resources, occur in a manner that promotes the highest level of productivity; 3) to conduct internal reviews of SCOR progress in order to insure that the Projects and Cores are meeting their respective goals and objectives; 4) to interface with the SCOR Advisory Panel in order to utilize each member's respective strengths and areas of expertise for the benefit of the SCOR projects and overall programmatic development; 5) to ensure that each Project and Core B utilize every opportunity to include junior investigators, students and trainees in essential Project and Core activities; 6) to create, implement and manage all SCOR retreats, seminars and meetings meant to address SCOR Goal 2; 7) to develop and manage (along with Dr. Sammel, Core B Director) an appopriate data sharing action plan, and to interact with investigators outside the SCOR who may wish to access SCOR data; and 8) Core A will also field queries regarding other types of affiliations with the Penn SCOR and/or requests to utilize the services of the Biostatistics Core.",24643422,0.4152201760241812
29,"Two studies examined the relationship between maternal attitudes and symptoms of depression and anxiety during pregnancy and the early postpartum period. In the first study, a measure of maternal attitudes, the Attitudes Toward Motherhood Scale (AToM), was developed and validated in a sample of first-time mothers. The AToM was found to have good internal reliability and convergent validity with cognitive biases and an existing measure of maternal attitudes. Exploratory and confirmatory factor analyses determined that the measure comprises three correlated factors: beliefs about others' judgments, beliefs about maternal responsibility, and maternal role idealization. In the second study, we used the AToM to assess the relationship between maternal attitudes and other psychological variables. The factor structure of the measure was confirmed. Maternal attitudes predicted symptoms of depression and anxiety, and these attitudes had incremental predictive validity over general cognitive biases and interpersonal risk factors. Overall, the results of these studies suggest that maternal attitudes are related to psychological distress among first-time mothers during the transition to parenthood and may provide a useful means of identifying women who may benefit from intervention during the perinatal period.","It has been well established that early life adversity exposure (prior to puberty) is one of the strongest  predictors of adult affective disorders such depression, anxiety, PTSD, and bipolar disorder, especially in  women. The most common underlying feature in affective disorders is that of stress dysregulation. The goal  of this proposal is to determine how the prepubertal adversity experience reprograms the brain toward stress  dysregulation, or stress resilience, and how this is influenced during dynamic hormonal changes across the  female life span, including pregnancy and aging. We are proposing to examine similar outcome measures  proposed in the human subject studies in Projects I & II in a mouse model. The mouse model allows greater  control over manipulations in the environment and dissection of potential mechanisms involved in  programming of endpoints than what is possible in humans, and thus is an invaluable model for this SCOR  proposal. Aims for these studies include: 1) To examine the programming effects of prepubertal adversity on  adult stress responsivity during the period of dynamic hormonal change, pregnancy, in a mouse model.  Behavioral and physiological analyses during this period will include assessment of the HPA stress axis, and  anxiety-like behaviors as well as stress responsivity in both male and female offspring; 2) To examine the  programming effects of prepubertal adversity on adult stress responsivity during the period of dynamic  hormonal change, aging, in a mouse model. Sex differences in behavioral and physiological analyses in  aged mice will include assessment of the HPA stress axis, cognitive flexibility and performance, and anxiety-  like behaviors; and 3) To examine the potential molecular mechanisms by which prepubertal adversity may  program changes in stress pathway maturation and thus altering long-term adult stress responses during  dynamic hormonal periods, including examination of the sex-specific brain miRNA environment and  epigenetic histone marks in relevant brain regions during the prepubertal window.",24643422,0.46950797751837
30,"Two studies examined the relationship between maternal attitudes and symptoms of depression and anxiety during pregnancy and the early postpartum period. In the first study, a measure of maternal attitudes, the Attitudes Toward Motherhood Scale (AToM), was developed and validated in a sample of first-time mothers. The AToM was found to have good internal reliability and convergent validity with cognitive biases and an existing measure of maternal attitudes. Exploratory and confirmatory factor analyses determined that the measure comprises three correlated factors: beliefs about others' judgments, beliefs about maternal responsibility, and maternal role idealization. In the second study, we used the AToM to assess the relationship between maternal attitudes and other psychological variables. The factor structure of the measure was confirmed. Maternal attitudes predicted symptoms of depression and anxiety, and these attitudes had incremental predictive validity over general cognitive biases and interpersonal risk factors. Overall, the results of these studies suggest that maternal attitudes are related to psychological distress among first-time mothers during the transition to parenthood and may provide a useful means of identifying women who may benefit from intervention during the perinatal period.","Core B is the Biostafistics and Data Management Core which is responsible for developing and maintaining  a relational database of demographic, clinical, genetic, biomarker, and other data gathered by SCOR  projects described in the application to examine the impact of early life adversity on the development of  stress dysregulation. This core provides database, compufing, and biostatistical direction and analysis  support to the research pursued in Projects l-lll. Lastly, Core B will employ and extend existing  methodologies for the analysis of the SCOR project data.",24643422,0.18009168623937694
31,"Women are increasingly prescribed selective serotonin reuptake inhibitors (SSRIs) during pregnancy, with potential implications for neurodevelopment. Whether prenatal SSRI exposure has an effect on neurodevelopment and behavior in the offspring is an important area of investigation.","DESCRIPTION (provided by applicant): It is well established that childhood adversity is one of the most potent predictors of adult affective disorders, particularly among women. Further, an important dissociation has been reported for a subgroup of women who experience early life adversity but do not present with adult disease, suggesting that there may be resiliency factors important in disease protection or amelioration. In fact, the availability of a caring and stable parent or guardian has been shown to be one of the most important aspects that distinguish between positive and negative outcomes in abused individuals. We propose that one vital contributor to the increased risk for major depressive disorder (MOD) in women, and propensity for other affective disturbances at specific reproductive time points, is the programming effect of prepubertal adversity on dysregulation of hypothalamic pituitary adrenal (HPA) activity and ovarian steroid responsiveness across the lifespan. It is well documented that from puberty to the late perimenopause, MOD and several anxiety disorders are more common in females than males. Moreover, periods of hormonal flux across the female lifespan are associated with increased risk for affective disturbance: the premenstrum (premenstrual dysphoric disorder), the postpartum (onset/relapse bipolar disorder, MOD), and the perimenopause (depression symptoms and MDD. The goal of the scientific Projects in this SCOR proposal is to determine how the experience of prepubertal adversity reprograms the brain toward stress dysregulation, and how this intersects with periods of dynamic hormonal flux across the life span, including pregnancy (Projects I & III) and aging (Projects II & III). In addition, mechanistic epigenetic studies will examine sex differences in response to stress during this sensitive window of brain maturation (Project III). SCOR funding would harness the respective expertise of Drs. Epperson and Bale in behavioral and molecular models of stress and reproductive neuroendocrinology, psychophysiology, and neuroimaging, to create the Penn Center for the Study of Sex and Gender in Behavioral Health. The Center would provide an intellectual platform with important resources to encourage established investigators, and their mentees, to consider sex and gender as crucial factors in their research.",23681158,0.2045135074023419
32,"Women are increasingly prescribed selective serotonin reuptake inhibitors (SSRIs) during pregnancy, with potential implications for neurodevelopment. Whether prenatal SSRI exposure has an effect on neurodevelopment and behavior in the offspring is an important area of investigation.","Project II focuses on the menopause as a critical window in the hormonal life of women, a period of  increased risk for new onset affective disorders and cognitive complaints. Consistent with the overarching  theme of this SCOR application, we propose that prepubertal adversity contributes not only to the sex bias  for affective disorders in women, but their heightened risk for these disturbances during periods of dynamic  hormonal change. Prepubertal stress certainly contributes to adverse outcomes in men, as well as women.  However, menopausal women provide the ideal population for the investigation of eariy life adversity effects  on the estrogen-serotonin interaction as it relates to affect and cognition. Preclinical and human studies  highlight the lasting impact of prepubertal adversity on serotonin function at the gene, enzyme,  neurotransmitter, and receptor levels. Pertinent to menopausal women, stress and estradiol (E2) share  many of the same serotonergic targets with early and chronic adversity leading to sub-optimal serotonergic  response to E2. Could stress modify the estrogen x serotonin relationship and be responsible for suboptimal  affect regulation and cognition during periods of dwindling estrogen? Our hypotheses are explored through  an observational evaluation of women over the menopausal transition. We will select a subgroup of these  women in early postmenopause, with and without significant childhood adversity, who will undergo  experimentally-induced serotonin reduction with the tryptophan depletion paradigm and fMRI pre and post  short-term E2 treatment. We will investigate the impact of prepubertal adversity and these experimental  manipulations on brain activation during performance of affective processing and working memory tasks.  Additionally, we will examine adversity effects on basal hypothalamic pituitary adrenal HPA axis function  using the Cortisol awaking response and relate these data to our main outcomes of interest. Like Project I,  Project II utilizes the Adverse Childhood Events (ACE) Questionnaire to consider prepubertal adversity not  from the standpoint of one particular kind of stressor or trauma, but from a more holistic appreciation of early  life 'adversity' as a potent predictor of HPA axis dysregulation and disease risk.",23681158,0.1937493847064976
33,"Women are increasingly prescribed selective serotonin reuptake inhibitors (SSRIs) during pregnancy, with potential implications for neurodevelopment. Whether prenatal SSRI exposure has an effect on neurodevelopment and behavior in the offspring is an important area of investigation.","Pregnancy is a unique period in a woman's emotional life, as she becomes a mother and reflects upon her  own parenting and experience as a child. Pregnancy is also a unique period in a woman's endocrine life  when sex steroids are at 10- to 100- fold their nonpregnancy levels and stress hormones are surging. In  fact, at no other time in human life are both corticotropin releasing factor (CRF) and Cortisol persistently  elevated as the placental production of CRF is positively driven by maternal and fetal Cortisol production.  Project I serves as the initial segment of the lifespan approach to understanding the effects of prepubertal  adversity on brain function as it relates to risk for affective disorders (depression and anxiety) in women. In  this project we evaluate a two-generational model of stress by examining the effect of maternal prepubertal  adversity on the progeny's health as a way to understand the earliest environmental influence on the biologic  development of their offspring. We hypothesize that the effects of maternal past and present experience can  be 'transmitted' to the fetus via the exceptional hormonal milieu of the intrauterine environment, programming  the offspring's own response to future life events through HPA axis dysregulation. We propose that female  infants will be more susceptible to fetal programming than male infants as one explanatory factor for  increased prevalence of depression in females compared to males. This project examines maternal and  infant HPA axis function and utilizes the well-tolerated acoustic startle paradigm to explore the potential link  beh/veen maternal prepubertal adversity and the following outcomes; 1) maternal HPA axis responsivity; 2)  maternal psychophysiology, at baseline and in response to affect modulation; 3) infant behavioral and HPA  axis response to stress; and 4) sex difference in infant outcomes. In addition, this project will serve as the  basis for future exploration of the potential interaction between prepubertal adversity and serotonin and  stress system genes in the sex bias for MDD and other disorders for which sex differences have been noted.",23681158,0.414738868781441
34,"Women are increasingly prescribed selective serotonin reuptake inhibitors (SSRIs) during pregnancy, with potential implications for neurodevelopment. Whether prenatal SSRI exposure has an effect on neurodevelopment and behavior in the offspring is an important area of investigation.","Core A will serve as both the Administrative and Education/Outreach bodies of the Penn SCOR. The primary goals of Core A are 1) to manage the day-to-day financial, personnel, and regulatory activities of the SCOR, and its Projects and Cores; 2) to ensure that communication between Study Investigators and Core Directors, and utilization of SCOR resources, occur in a manner that promotes the highest level of productivity; 3) to conduct internal reviews of SCOR progress in order to insure that the Projects and Cores are meeting their respective goals and objectives; 4) to interface with the SCOR Advisory Panel in order to utilize each member's respective strengths and areas of expertise for the benefit of the SCOR projects and overall programmatic development; 5) to ensure that each Project and Core B utilize every opportunity to include junior investigators, students and trainees in essential Project and Core activities; 6) to create, implement and manage all SCOR retreats, seminars and meetings meant to address SCOR Goal 2; 7) to develop and manage (along with Dr. Sammel, Core B Director) an appopriate data sharing action plan, and to interact with investigators outside the SCOR who may wish to access SCOR data; and 8) Core A will also field queries regarding other types of affiliations with the Penn SCOR and/or requests to utilize the services of the Biostatistics Core.",23681158,0.4721210542870631
35,"Women are increasingly prescribed selective serotonin reuptake inhibitors (SSRIs) during pregnancy, with potential implications for neurodevelopment. Whether prenatal SSRI exposure has an effect on neurodevelopment and behavior in the offspring is an important area of investigation.","It has been well established that early life adversity exposure (prior to puberty) is one of the strongest  predictors of adult affective disorders such depression, anxiety, PTSD, and bipolar disorder, especially in  women. The most common underlying feature in affective disorders is that of stress dysregulation. The goal  of this proposal is to determine how the prepubertal adversity experience reprograms the brain toward stress  dysregulation, or stress resilience, and how this is influenced during dynamic hormonal changes across the  female life span, including pregnancy and aging. We are proposing to examine similar outcome measures  proposed in the human subject studies in Projects I & II in a mouse model. The mouse model allows greater  control over manipulations in the environment and dissection of potential mechanisms involved in  programming of endpoints than what is possible in humans, and thus is an invaluable model for this SCOR  proposal. Aims for these studies include: 1) To examine the programming effects of prepubertal adversity on  adult stress responsivity during the period of dynamic hormonal change, pregnancy, in a mouse model.  Behavioral and physiological analyses during this period will include assessment of the HPA stress axis, and  anxiety-like behaviors as well as stress responsivity in both male and female offspring; 2) To examine the  programming effects of prepubertal adversity on adult stress responsivity during the period of dynamic  hormonal change, aging, in a mouse model. Sex differences in behavioral and physiological analyses in  aged mice will include assessment of the HPA stress axis, cognitive flexibility and performance, and anxiety-  like behaviors; and 3) To examine the potential molecular mechanisms by which prepubertal adversity may  program changes in stress pathway maturation and thus altering long-term adult stress responses during  dynamic hormonal periods, including examination of the sex-specific brain miRNA environment and  epigenetic histone marks in relevant brain regions during the prepubertal window.",23681158,0.47903409326385266
36,"Women are increasingly prescribed selective serotonin reuptake inhibitors (SSRIs) during pregnancy, with potential implications for neurodevelopment. Whether prenatal SSRI exposure has an effect on neurodevelopment and behavior in the offspring is an important area of investigation.","Core B is the Biostafistics and Data Management Core which is responsible for developing and maintaining  a relational database of demographic, clinical, genetic, biomarker, and other data gathered by SCOR  projects described in the application to examine the impact of early life adversity on the development of  stress dysregulation. This core provides database, compufing, and biostatistical direction and analysis  support to the research pursued in Projects l-lll. Lastly, Core B will employ and extend existing  methodologies for the analysis of the SCOR project data.",23681158,0.15278356918019959
37,"Midlife decline in cognition, specifically in areas of executive functioning, is a frequent concern for which menopausal women seek clinical intervention. The dependence of executive processes on prefrontal cortex function suggests estrogen effects on this brain region may be key in identifying the sources of this decline. Recent evidence from rodent, nonhuman primate, and human subject studies indicates the importance of considering interactions of estrogen with neurotransmitter systems, stress, genotype, and individual life events when determining the cognitive effects of menopause and estrogen therapy.","DESCRIPTION (provided by applicant): It is well established that childhood adversity is one of the most potent predictors of adult affective disorders, particularly among women. Further, an important dissociation has been reported for a subgroup of women who experience early life adversity but do not present with adult disease, suggesting that there may be resiliency factors important in disease protection or amelioration. In fact, the availability of a caring and stable parent or guardian has been shown to be one of the most important aspects that distinguish between positive and negative outcomes in abused individuals. We propose that one vital contributor to the increased risk for major depressive disorder (MOD) in women, and propensity for other affective disturbances at specific reproductive time points, is the programming effect of prepubertal adversity on dysregulation of hypothalamic pituitary adrenal (HPA) activity and ovarian steroid responsiveness across the lifespan. It is well documented that from puberty to the late perimenopause, MOD and several anxiety disorders are more common in females than males. Moreover, periods of hormonal flux across the female lifespan are associated with increased risk for affective disturbance: the premenstrum (premenstrual dysphoric disorder), the postpartum (onset/relapse bipolar disorder, MOD), and the perimenopause (depression symptoms and MDD. The goal of the scientific Projects in this SCOR proposal is to determine how the experience of prepubertal adversity reprograms the brain toward stress dysregulation, and how this intersects with periods of dynamic hormonal flux across the life span, including pregnancy (Projects I & III) and aging (Projects II & III). In addition, mechanistic epigenetic studies will examine sex differences in response to stress during this sensitive window of brain maturation (Project III). SCOR funding would harness the respective expertise of Drs. Epperson and Bale in behavioral and molecular models of stress and reproductive neuroendocrinology, psychophysiology, and neuroimaging, to create the Penn Center for the Study of Sex and Gender in Behavioral Health. The Center would provide an intellectual platform with important resources to encourage established investigators, and their mentees, to consider sex and gender as crucial factors in their research.",23238908,0.2212238747643559
38,"Midlife decline in cognition, specifically in areas of executive functioning, is a frequent concern for which menopausal women seek clinical intervention. The dependence of executive processes on prefrontal cortex function suggests estrogen effects on this brain region may be key in identifying the sources of this decline. Recent evidence from rodent, nonhuman primate, and human subject studies indicates the importance of considering interactions of estrogen with neurotransmitter systems, stress, genotype, and individual life events when determining the cognitive effects of menopause and estrogen therapy.","Project II focuses on the menopause as a critical window in the hormonal life of women, a period of  increased risk for new onset affective disorders and cognitive complaints. Consistent with the overarching  theme of this SCOR application, we propose that prepubertal adversity contributes not only to the sex bias  for affective disorders in women, but their heightened risk for these disturbances during periods of dynamic  hormonal change. Prepubertal stress certainly contributes to adverse outcomes in men, as well as women.  However, menopausal women provide the ideal population for the investigation of eariy life adversity effects  on the estrogen-serotonin interaction as it relates to affect and cognition. Preclinical and human studies  highlight the lasting impact of prepubertal adversity on serotonin function at the gene, enzyme,  neurotransmitter, and receptor levels. Pertinent to menopausal women, stress and estradiol (E2) share  many of the same serotonergic targets with early and chronic adversity leading to sub-optimal serotonergic  response to E2. Could stress modify the estrogen x serotonin relationship and be responsible for suboptimal  affect regulation and cognition during periods of dwindling estrogen? Our hypotheses are explored through  an observational evaluation of women over the menopausal transition. We will select a subgroup of these  women in early postmenopause, with and without significant childhood adversity, who will undergo  experimentally-induced serotonin reduction with the tryptophan depletion paradigm and fMRI pre and post  short-term E2 treatment. We will investigate the impact of prepubertal adversity and these experimental  manipulations on brain activation during performance of affective processing and working memory tasks.  Additionally, we will examine adversity effects on basal hypothalamic pituitary adrenal HPA axis function  using the Cortisol awaking response and relate these data to our main outcomes of interest. Like Project I,  Project II utilizes the Adverse Childhood Events (ACE) Questionnaire to consider prepubertal adversity not  from the standpoint of one particular kind of stressor or trauma, but from a more holistic appreciation of early  life 'adversity' as a potent predictor of HPA axis dysregulation and disease risk.",23238908,0.4610070540162689
39,"Midlife decline in cognition, specifically in areas of executive functioning, is a frequent concern for which menopausal women seek clinical intervention. The dependence of executive processes on prefrontal cortex function suggests estrogen effects on this brain region may be key in identifying the sources of this decline. Recent evidence from rodent, nonhuman primate, and human subject studies indicates the importance of considering interactions of estrogen with neurotransmitter systems, stress, genotype, and individual life events when determining the cognitive effects of menopause and estrogen therapy.","Pregnancy is a unique period in a woman's emotional life, as she becomes a mother and reflects upon her  own parenting and experience as a child. Pregnancy is also a unique period in a woman's endocrine life  when sex steroids are at 10- to 100- fold their nonpregnancy levels and stress hormones are surging. In  fact, at no other time in human life are both corticotropin releasing factor (CRF) and Cortisol persistently  elevated as the placental production of CRF is positively driven by maternal and fetal Cortisol production.  Project I serves as the initial segment of the lifespan approach to understanding the effects of prepubertal  adversity on brain function as it relates to risk for affective disorders (depression and anxiety) in women. In  this project we evaluate a two-generational model of stress by examining the effect of maternal prepubertal  adversity on the progeny's health as a way to understand the earliest environmental influence on the biologic  development of their offspring. We hypothesize that the effects of maternal past and present experience can  be 'transmitted' to the fetus via the exceptional hormonal milieu of the intrauterine environment, programming  the offspring's own response to future life events through HPA axis dysregulation. We propose that female  infants will be more susceptible to fetal programming than male infants as one explanatory factor for  increased prevalence of depression in females compared to males. This project examines maternal and  infant HPA axis function and utilizes the well-tolerated acoustic startle paradigm to explore the potential link  beh/veen maternal prepubertal adversity and the following outcomes; 1) maternal HPA axis responsivity; 2)  maternal psychophysiology, at baseline and in response to affect modulation; 3) infant behavioral and HPA  axis response to stress; and 4) sex difference in infant outcomes. In addition, this project will serve as the  basis for future exploration of the potential interaction between prepubertal adversity and serotonin and  stress system genes in the sex bias for MDD and other disorders for which sex differences have been noted.",23238908,0.4837799611111869
40,"Midlife decline in cognition, specifically in areas of executive functioning, is a frequent concern for which menopausal women seek clinical intervention. The dependence of executive processes on prefrontal cortex function suggests estrogen effects on this brain region may be key in identifying the sources of this decline. Recent evidence from rodent, nonhuman primate, and human subject studies indicates the importance of considering interactions of estrogen with neurotransmitter systems, stress, genotype, and individual life events when determining the cognitive effects of menopause and estrogen therapy.","Core A will serve as both the Administrative and Education/Outreach bodies of the Penn SCOR. The primary goals of Core A are 1) to manage the day-to-day financial, personnel, and regulatory activities of the SCOR, and its Projects and Cores; 2) to ensure that communication between Study Investigators and Core Directors, and utilization of SCOR resources, occur in a manner that promotes the highest level of productivity; 3) to conduct internal reviews of SCOR progress in order to insure that the Projects and Cores are meeting their respective goals and objectives; 4) to interface with the SCOR Advisory Panel in order to utilize each member's respective strengths and areas of expertise for the benefit of the SCOR projects and overall programmatic development; 5) to ensure that each Project and Core B utilize every opportunity to include junior investigators, students and trainees in essential Project and Core activities; 6) to create, implement and manage all SCOR retreats, seminars and meetings meant to address SCOR Goal 2; 7) to develop and manage (along with Dr. Sammel, Core B Director) an appopriate data sharing action plan, and to interact with investigators outside the SCOR who may wish to access SCOR data; and 8) Core A will also field queries regarding other types of affiliations with the Penn SCOR and/or requests to utilize the services of the Biostatistics Core.",23238908,0.5050452430323833
41,"Midlife decline in cognition, specifically in areas of executive functioning, is a frequent concern for which menopausal women seek clinical intervention. The dependence of executive processes on prefrontal cortex function suggests estrogen effects on this brain region may be key in identifying the sources of this decline. Recent evidence from rodent, nonhuman primate, and human subject studies indicates the importance of considering interactions of estrogen with neurotransmitter systems, stress, genotype, and individual life events when determining the cognitive effects of menopause and estrogen therapy.","It has been well established that early life adversity exposure (prior to puberty) is one of the strongest  predictors of adult affective disorders such depression, anxiety, PTSD, and bipolar disorder, especially in  women. The most common underlying feature in affective disorders is that of stress dysregulation. The goal  of this proposal is to determine how the prepubertal adversity experience reprograms the brain toward stress  dysregulation, or stress resilience, and how this is influenced during dynamic hormonal changes across the  female life span, including pregnancy and aging. We are proposing to examine similar outcome measures  proposed in the human subject studies in Projects I & II in a mouse model. The mouse model allows greater  control over manipulations in the environment and dissection of potential mechanisms involved in  programming of endpoints than what is possible in humans, and thus is an invaluable model for this SCOR  proposal. Aims for these studies include: 1) To examine the programming effects of prepubertal adversity on  adult stress responsivity during the period of dynamic hormonal change, pregnancy, in a mouse model.  Behavioral and physiological analyses during this period will include assessment of the HPA stress axis, and  anxiety-like behaviors as well as stress responsivity in both male and female offspring; 2) To examine the  programming effects of prepubertal adversity on adult stress responsivity during the period of dynamic  hormonal change, aging, in a mouse model. Sex differences in behavioral and physiological analyses in  aged mice will include assessment of the HPA stress axis, cognitive flexibility and performance, and anxiety-  like behaviors; and 3) To examine the potential molecular mechanisms by which prepubertal adversity may  program changes in stress pathway maturation and thus altering long-term adult stress responses during  dynamic hormonal periods, including examination of the sex-specific brain miRNA environment and  epigenetic histone marks in relevant brain regions during the prepubertal window.",23238908,0.4225505230882147
42,"Midlife decline in cognition, specifically in areas of executive functioning, is a frequent concern for which menopausal women seek clinical intervention. The dependence of executive processes on prefrontal cortex function suggests estrogen effects on this brain region may be key in identifying the sources of this decline. Recent evidence from rodent, nonhuman primate, and human subject studies indicates the importance of considering interactions of estrogen with neurotransmitter systems, stress, genotype, and individual life events when determining the cognitive effects of menopause and estrogen therapy.","Core B is the Biostafistics and Data Management Core which is responsible for developing and maintaining  a relational database of demographic, clinical, genetic, biomarker, and other data gathered by SCOR  projects described in the application to examine the impact of early life adversity on the development of  stress dysregulation. This core provides database, compufing, and biostatistical direction and analysis  support to the research pursued in Projects l-lll. Lastly, Core B will employ and extend existing  methodologies for the analysis of the SCOR project data.",23238908,0.44491342756803937
43,KwaZulu-Natal (KZN) has the highest burden of notified multidrug-resistant tuberculosis (MDR TB) and extensively drug-resistant (XDR) TB cases in South Africa. A better understanding of spatial heterogeneity in the risk of drug-resistance may help to prioritize local responses.,"Introduction: With increasing availability of pathogen genetic and especially whole-genome sequence data,  there is a pressing need for analytical tools and innovative approaches to make use of them. In particular,  methods for using genomic data to make inferences about transmission chains and pathogen evolution under  selection by host immunity, vaccines, and antibiotics, are still in their infancy. These questions are  fundamentally different from the types of questions asked when examining one sequence at a time, which  illuminate the biology of conserved aspects of infection and pathogenesis. Population genomic studies shed  light on population heterogeneity in the pathogen, its consequences and causes. These inferences naturally  lend themselves to the estimation of parameters for transmission-dynamic models and, even more  fundamentally, to the determination of how such models should be structured, and the testing of their  predictions. To date, using MIDAS and non-MIDAS funding for analytic efforts, and non-MIDAS funding for the  costs of sequencing, we have made a number of significant discoveries over the last five years using pathogen  population genomics and genetics, and we have identified many opportunities to improve and expand methods  over the next five years, as well as to apply existing methods to significant questions of biology and  epidemiology.",27050561,0.27870613973215996
44,KwaZulu-Natal (KZN) has the highest burden of notified multidrug-resistant tuberculosis (MDR TB) and extensively drug-resistant (XDR) TB cases in South Africa. A better understanding of spatial heterogeneity in the risk of drug-resistance may help to prioritize local responses.,"Response to public health threats occurs on different timescales and requires a suite of different  types of analytical tools. For current public health crises and emerging epidemics, statistical analysis of  biomedical data typically requires an initial exploratory stage where one looks for potential trends and  associations visually before carrying out rigorous hypothesis testing. This stage is of great importance in  research as well as in medical applications, since it complements the expert's intuition with various  representations of the raw data and its underlying dependency structures. The insights gained during data  exploration, as well as the patterns missed due to shortcomings in the visualization, might set specific  directions, for better or worse, during later model building or decision-making. While dashboard software tools  for multivariate data visualization exist, both commercial [1] and free [2, 3], they appear to be of seldom use in  theoretical and applied epidemiology. On one hand, researchers often have highly customized software  protocols already in place in order to carry out sophisticated statistical analysis. Adding a visual stage to these  protocols in a way that is non-obtrusive and complementary to the existing tools is not a simple problem. On  the other hand, medical doctors actively engaged in fieldwork might not have the technical expertise nor the  time to install and use complex visualization packages. Furthermore, integration of these packages with the  programs that physicians and other health care specialists typically use for routine statistical tasks such as  hypothesis testing and linear regression (Excel, SAS, SPSS, etc.) is not easily accessible.",27050561,0.150984057706552
